chrY	2709670	2710200	92024	chrY	2722137	ENST00000477725		1.85688666666667	0.819				
chrY	2871260	2874040	92018	chrY	2594382	ENST00000381177		1.51994866666667	0.9				
chrX	199780	200210	88618	chrX	192989	ENST00000399012		1.76409346666667	0.773				
chrX	2327700	2329150	88707	chrX	2886286	ENST00000540563		0.545067938333333	0.847				
chrX	2327700	2329150	88681	chrX	2419008	ENST00000381223		0.554780796666667	0.708				
chrX	2327700	2329150	88688	chrX	2609220	ENST00000381192		15.2114066666667	0.795				
chrX	2527520	2528560	88682	chrX	2419008	ENST00000381222		1.28871833333333	0.88				
chrX	2527520	2528560	88702	chrX	2746955	ENST00000381161		0.557104	0.916				
chrX	2527520	2528560	88707	chrX	2886286	ENST00000540563		0.545067938333333	0.747				
chrX	2546620	2550950	88688	chrX	2609220	ENST00000381192		15.2114066666667	0.723				
chrX	2572820	2573060	88702	chrX	2746955	ENST00000381161		0.557104	0.85				
chrX	2572820	2573060	88682	chrX	2419008	ENST00000381222		1.28871833333333	0.767				
chrX	2594750	2595590	88707	chrX	2886286	ENST00000540563		0.545067938333333	0.829				
chrX	2625000	2627010	88693	chrX	2644382	ENST00000381177		1.51994866666667	0.931				
chrX	2628610	2629180	88688	chrX	2609220	ENST00000381192		15.2114066666667	0.983				
chrX	2628610	2629180	88693	chrX	2644382	ENST00000381177		1.51994866666667	0.708				
chrX	2628610	2629180	88704	chrX	2847392	ENST00000381154		0.752583	0.817				
chrX	2809440	2810140	88681	chrX	2419008	ENST00000381223		0.554780796666667	0.79				
chrX	2845550	2847270	88702	chrX	2746955	ENST00000381161		0.557104	0.746				
chrX	7026220	7026600	88748	chrX	7066231	ENST00000381077		0.886126333333333	0.84				
chrX	7049810	7051750	88748	chrX	7066231	ENST00000381077		0.886126333333333	0.81				
chrX	11148250	11148750	88813	chrX	11129421	ENST00000321143		1.19435433333333	0.94				
chrX	11208980	11209220	88813	chrX	11129421	ENST00000321143		1.19435433333333	0.715				
chrX	12972070	12975400	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.896				
chrX	12972070	12975400	88850	chrX	12993227	ENST00000451311		460.303	0.776				
chrX	12972070	12975400	88851	chrX	12993229	ENST00000380636		1.43753466666667	0.835				
chrX	12993290	12994360	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.877				
chrX	13031520	13032170	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.702				
chrX	13031520	13032170	88850	chrX	12993227	ENST00000451311		460.303	0.879				
chrX	13042020	13042670	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.717				
chrX	13042020	13042670	88851	chrX	12993229	ENST00000380636		1.43753466666667	0.81				
chrX	13096740	13097800	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.856				
chrX	13096740	13097800	88850	chrX	12993227	ENST00000451311		460.303	0.806				
chrX	13119130	13120320	88851	chrX	12993229	ENST00000380636		1.43753466666667	0.776				
chrX	13178510	13179560	88841	chrX	12809489	ENST00000380668		3.35069766666667	0.737				
chrX	13416420	13416970	88873	chrX	13707305	ENST00000243325		0.7768091	0.808				
chrX	13416420	13416970	88872	chrX	13707244	ENST00000464506		1.52794566666667	0.742				
