chrX	12973920	12975220	88841	chrX	12809489	ENST00000380668		5.32609	0.862				
chrX	12973920	12975220	88850	chrX	12993227	ENST00000451311		381.549	0.759				
chrX	12973920	12975220	88851	chrX	12993229	ENST00000380636		1.02623	0.766				
chrX	15693080	15693810	88932	chrX	15683154	ENST00000380342		1.9289	0.85				
chrX	40029870	40036260	89315	chrX	40036582	ENST00000378455		0.503353	0.937				
chrX	48432960	48433560	89549	chrX	48439545	ENST00000453810		3.11668	0.842				
chrX	48432960	48433560	89543	chrX	48397845	ENST00000376771		1.56853	0.728				
chrX	52962990	52965000	89804	chrX	52927576	ENST00000416841		1.38569	0.864				
chrX	53709370	53712430	89837	chrX	53461303	ENST00000375304		2.99387	0.723				
chrX	70400940	70403570	90114	chrX	70473990	ENST00000314425		1.40492	0.802				
chrX	153596460	153599240	91807	chrX	153603006	ENST00000422373		5.042	0.995				
chrX	153596460	153599240	91811	chrX	153579571	ENST00000498491		4.15293	0.778				
chrX	153596460	153599240	91813	chrX	153607633	ENST00000369835		9.91958	0.867				
chr1	1507950	1509860	209	chr1	1656054	ENST00000417099		2.628	0.81				
chr1	1589400	1591020	137	chr1	1310549	ENST00000321751		2.56204	0.869				
chr1	1589400	1591020	196	chr1	1624167	ENST00000234800		3.13678	0.757				
chr1	1589400	1591020	206	chr1	1677431	ENST00000400924		1.53134	0.733				
chr1	2121220	2122940	238	chr1	2126213	ENST00000378546		8.60619	0.98				
chr1	2121220	2122940	243	chr1	2160134	ENST00000378536		8.70621	0.742				
chr1	2506020	2510720	274	chr1	2487805	ENST00000355716		3.61887	0.725				
chr1	2506020	2510720	275	chr1	2493240	ENST00000480305		1.58351	0.86				
chr1	2506020	2510720	283	chr1	2518517	ENST00000484099		1.54495	0.837				
chr1	2506020	2510720	305	chr1	3370990	ENST00000378378		0.89018	0.783				
chr1	2573340	2575700	274	chr1	2487805	ENST00000355716		3.61887	0.71				
chr1	6642360	6643430	436	chr1	6663061	ENST00000377663		0.525775	0.826				
chr1	6642360	6643430	437	chr1	6662929	ENST00000377658		5.0684	0.839				
chr1	6642360	6643430	444	chr1	6685252	ENST00000377627		3.2934	0.755				
chr1	7632450	7635960	505	chr1	8483726	ENST00000476556		0.555027	0.862				
chr1	11072800	11073770	633	chr1	11159894	ENST00000544779		0.640458	0.717				
chr1	11736200	11736900	665	chr1	11724181	ENST00000376753		2.47464	0.917				
chr1	11736200	11736900	667	chr1	11741271	ENST00000376692		5.29266	0.789				
chr1	11736200	11736900	726	chr1	12227060	ENST00000492361		13.4939	0.819				
chr1	11967360	11970280	691	chr1	11866207	ENST00000312413		2.03946	0.748				
chr1	11967360	11970280	706	chr1	11986480	ENST00000376572		9.54889	0.799				
chr1	11967360	11970280	707	chr1	11986485	ENST00000376576		4.33357	0.926				
chr1	11967360	11970280	710	chr1	11994810	ENST00000196061		2.94674	0.876				
chr1	11967360	11970280	717	chr1	12079590	ENST00000436478		0.730691	0.705				
chr1	12236500	12243540	726	chr1	12227060	ENST00000492361		13.4939	0.934				
chr1	12236500	12243540	731	chr1	12290124	ENST00000356315		0.912779	0.772				
chr1	15929370	15931220	873	chr1	16068917	ENST00000375782		6.53541	0.794				
chr1	15929370	15931220	859	chr1	15911605	ENST00000375826		21.1168	0.766				
chr1	16514000	16514840	907	chr1	16482582	ENST00000358432		2.86842	0.706				
chr1	16532840	16533440	882	chr1	16174359	ENST00000375759		4.12139	0.787				
chr1	16532840	16533440	919	chr1	16563446	ENST00000375599		1.23812	0.743				
chr1	16839450	16841570	942	chr1	16847189	ENST00000452795		1.81407	0.82				
chr1	17023420	17025920	877	chr1	16085255	ENST00000400773		1.7139	0.745				
chr1	17023420	17025920	894	chr1	16344536	ENST00000411503		0.500328	0.81				
chr1	17220380	17224260	965	chr1	17215868	ENST00000422124		0.539894	0.983				
chr1	17220380	17224260	978	chr1	17380665	ENST00000375499		8.33042	0.839				
chr1	17229570	17234130	956	chr1	17087579	ENST00000389184		7.2041	0.756				
chr1	17229570	17234130	976	chr1	17338267	ENST00000326735		0.541182	0.711				
chr1	19252610	19255030	1075	chr1	19970808	ENST00000548815		4.4187	0.718				
chr1	19273440	19282160	1026	chr1	19229275	ENST00000375341		126.179	0.717				
chr1	19273440	19282160	1027	chr1	19217385	ENST00000538309		21.9114	0.708				
chr1	19390610	19395830	1056	chr1	19638820	ENST00000375155		2.58906	0.75				
chr1	20802100	20808880	1111	chr1	20812713	ENST00000375078		5.98187	0.984				
chr1	20802100	20808880	1112	chr1	20811138	ENST00000489020		0.542283	0.814				
chr1	21022710	21023850	1111	chr1	20812713	ENST00000375078		5.98187	0.782				
chr1	21022710	21023850	1120	chr1	20988000	ENST00000375048		9.8784	0.793				
chr1	21022710	21023850	1121	chr1	20987898	ENST00000415136		17.9582	0.886				
chr1	21022710	21023850	1134	chr1	21107034	ENST00000487117		1.09868	0.739				
chr1	21577080	21579550	1152	chr1	21606042	ENST00000357071		2.46936	0.733				
chr1	21657970	21671860	1151	chr1	21671997	ENST00000415912		14.8165	0.93				
chr1	21657970	21671860	1137	chr1	21377487	ENST00000264211		1.21127	0.816				
chr1	21657970	21671860	1152	chr1	21606042	ENST00000357071		2.46936	0.702				
chr1	22107770	22109320	1167	chr1	21835865	ENST00000374840		1.59444	0.798				
chr1	22379240	22381270	1205	chr1	22352027	ENST00000416769		3.90313	0.876				
chr1	22379240	22381270	1187	chr1	22110099	ENST00000421625		0.538534	0.779				
chr1	22738750	22741610	1226	chr1	22970146	ENST00000374637		3.70336	0.877				
chr1	22738750	22741610	1247	chr1	23435623	ENST00000374623		1.02894	0.746				
chr1	23729610	23731250	1262	chr1	23670773	ENST00000426846		0.670143	0.844				
chr1	23746440	23751050	1272	chr1	23751233	ENST00000450454		4.34014	0.994				
chr1	23804950	23809190	1275	chr1	23763170	ENST00000495646		1.512	0.771				
chr1	23804950	23809190	1277	chr1	23810671	ENST00000336689		1.87508	0.797				
chr1	23879950	23884420	1282	chr1	23886285	ENST00000374561		12.5147	0.868				
chr1	23879950	23884420	1302	chr1	24126892	ENST00000374497		6.61228	0.715				
chr1	23879950	23884420	1304	chr1	24151949	ENST00000374490		20.4864	0.774				
chr1	23879950	23884420	1305	chr1	24151918	ENST00000436439		6.94689	0.734				
chr1	24018320	24019100	1315	chr1	24286302	ENST00000334351		14.4641	0.845				
chr1	24018320	24019100	1272	chr1	23751233	ENST00000450454		4.34014	0.788				
chr1	24018320	24019100	1275	chr1	23763170	ENST00000495646		1.512	0.74				
chr1	24070070	24072890	1293	chr1	24104895	ENST00000246151		7.636	0.783				
