chrX	327570	334280	88625	chrX	347445	ENST00000390665		7.752705	0.775				
chrX	1506310	1508130	88658	chrX	1510996	ENST00000475167		22.05993	0.986				
chrX	1506310	1508130	88657	chrX	1511617	ENST00000381401		25.6154	0.811				
chrX	2415180	2418350	88679	chrX	2419019	ENST00000334651		1.18335	0.848				
chrX	2619030	2620890	88689	chrX	2609317	ENST00000381187		1.264605	0.99				
chrX	2619030	2620890	88688	chrX	2609220	ENST00000381192		9.754825	0.78				
chrX	2620900	2624140	88689	chrX	2609317	ENST00000381187		1.264605	0.819				
chrX	2620900	2624140	88688	chrX	2609220	ENST00000381192		9.754825	0.728				
chrX	2620900	2624140	88704	chrX	2847392	ENST00000381154		1.72244	0.733				
chrX	2624200	2624800	88693	chrX	2644382	ENST00000381177		2.95948	0.906				
chrX	2624200	2624800	88689	chrX	2609317	ENST00000381187		1.264605	0.735				
chrX	2624200	2624800	88704	chrX	2847392	ENST00000381154		1.72244	0.797				
chrX	2625000	2629260	88693	chrX	2644382	ENST00000381177		2.95948	0.931				
chrX	9487420	9488780	88768	chrX	8700227	ENST00000262648		3.20608	0.823				
chrX	10012950	10014270	88797	chrX	10029262	ENST00000365599		18.83695	0.741				
chrX	10012950	10014270	88809	chrX	10851773	ENST00000380787		1.4185255	0.846				
chrX	10050330	10052760	88797	chrX	10029262	ENST00000365599		18.83695	0.727				
chrX	10133160	10135260	88795	chrX	10031499	ENST00000454666		1.2453085	0.704				
chrX	13710280	13712260	88873	chrX	13707305	ENST00000243325		4.64871	0.973				
chrX	13710280	13712260	88872	chrX	13707244	ENST00000464506		1.86754	0.85				
chrX	13737060	13737850	88874	chrX	13752754	ENST00000453655		0.6037575	0.705				
chrX	13737060	13737850	88884	chrX	13752880	ENST00000490265		1.0451945	0.776				
chrX	13737060	13737850	88886	chrX	13835461	ENST00000316715		0.834084	0.748				
chrX	15319030	15320840	88922	chrX	15511464	ENST00000380420		0.6002275	0.851				
chrX	15712710	15713830	88943	chrX	15872927	ENST00000380291		0.5190155	0.752				
chrX	20335410	20336780	89068	chrX	20284958	ENST00000379565		5.211895	0.709				
chrX	20378520	20381760	89069	chrX	20285523	ENST00000544447		1.80244	0.72				
chrX	21756090	21758020	89082	chrX	21776281	ENST00000379494		49.65035	0.871				
chrX	21758350	21761860	89082	chrX	21776281	ENST00000379494		49.65035	0.976				
chrX	21758350	21761860	89090	chrX	21958691	ENST00000404933		10.836455	0.726				
chrX	21766960	21769250	89082	chrX	21776281	ENST00000379494		49.65035	0.766				
chrX	37560410	37561870	89273	chrX	37706890	ENST00000378578		2.6469	0.886				
chrX	37560410	37561870	89267	chrX	37545012	ENST00000378616		3.075395	0.839				
chrX	38458850	38460450	89293	chrX	38186788	ENST00000342811		0.9851095	0.712				
chrX	38788810	38789950	89264	chrX	38429936	ENST00000488893		0.8644255	0.845				
chrX	39377550	39379630	89300	chrX	38660685	ENST00000457894		0.63494423493	0.972				
chrX	39590280	39591470	89300	chrX	38660685	ENST00000457894		0.63494423493	0.724				
chrX	39594880	39596150	89310	chrX	39646077	ENST00000581157		1643.776	0.807				
chrX	39766720	39768440	89325	chrX	40440222	ENST00000544975		1.621645	0.718				
chrX	39917730	39918920	89333	chrX	40594783	ENST00000324817		1.953335	0.739				
chrX	40547780	40550400	89333	chrX	40594783	ENST00000324817		1.953335	0.778				
chrX	40714320	40716020	89325	chrX	40440222	ENST00000544975		1.621645	0.732				
chrX	41198340	41199110	89346	chrX	41205129	ENST00000582825		5.553265	0.987				
chrX	41198340	41199110	89337	chrX	40944888	ENST00000324545		3.20591	0.779				
chrX	41198340	41199110	89341	chrX	41192651	ENST00000399959		18.5587	0.865				
chrX	41198340	41199110	89343	chrX	41193415	ENST00000441189		5.722285	0.941				
chrX	41198340	41199110	89344	chrX	41193415	ENST00000457138		3.029498	0.895				
chrX	41198340	41199110	89345	chrX	41193844	ENST00000542215		4.84407	0.842				
chrX	41314140	41316050	89346	chrX	41205129	ENST00000582825		5.553265	0.813				
chrX	41314140	41316050	89365	chrX	41583408	ENST00000302548		0.643583	0.753				
